id;platform;url;license;type;file_num_speakers;file_MOS;file_duration_ms;file_duration;file_duration_transcribed;segment_from_ms;segment_from;segment_to_ms;segment_to;segment_duration_ms;segment_duration;segment_speaker_num;segment_speaker_sex;segment_speaker_age;segment_text_len;segment_text_letters;segment_text_words
3006_13;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;407970;00:06:47.970;408246;00:06:48.246;276;00:00:00.276;1;M;>70;10;9;1
3006_14;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;408246;00:06:48.246;409589;00:06:49.589;1343;00:00:01.343;2;M;50-70;25;20;5
3006_15;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;409589;00:06:49.589;410132;00:06:50.132;543;00:00:00.543;1;M;>70;10;9;1
3006_16;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;411155.274409524;00:06:51.155;537378.3447;00:08:57.378;126223.07029048;00:02:06.223;1;M;>70;1470;1134;246
3006_17;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;538160.6576;00:08:58.160;543667.1089;00:09:03.667;5506.4513;00:00:05.506;2;M;50-70;99;77;21
3006_18;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;544368.5442;00:09:04.368;559687.9977;00:09:19.687;15319.4535;00:00:15.319;1;M;>70;151;112;23
3006_19;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;561278.5419;00:09:21.278;564260.8775;00:09:24.260;2982.3356;00:00:02.982;2;M;50-70;59;47;12
3006_20;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;567175.0567;00:09:27.175;567878.0045;00:09:27.878;702.94780000008;00:00:00.702;1;M;>70;8;7;1
3006_21;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;570153.1202;00:09:30.153;573417.1202;00:09:33.417;3264;00:00:03.264;2;M;50-70;46;37;9
3006_22;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;572086.2268;00:09:32.086;572719.3016;00:09:32.719;633.07480000006;00:00:00.633;1;M;>70;8;7;1
3006_23;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;573157.6553;00:09:33.157;573418.4263;00:09:33.418;260.77100000007;00:00:00.260;1;M;>70;3;2;1
3006_24;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;573764.2313;00:09:33.764;655221.7052;00:10:55.221;81457.4739;00:01:21.457;1;M;>70;909;671;162
3006_25;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;657466.6031;00:10:57.466;660096.9886;00:11:00.096;2630.3855000001;00:00:02.630;2;M;50-70;53;45;7
3006_26;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;664793.7914;00:11:04.793;668200.8209;00:11:08.200;3407.0295000001;00:00:03.407;1;M;>70;51;41;10
3006_27;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;669294.5624;00:11:09.294;779561.2857;00:12:59.561;110266.7233;00:01:50.266;1;M;>70;1291;986;221
3006_28;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;781290.3106;00:13:01.290;801456.2947;00:13:21.456;20165.9841;00:00:20.165;1;M;>70;223;155;42
3006_29;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;801955.161;00:13:21.955;806171.9138;00:13:26.171;4216.7528;00:00:04.216;2;M;50-70;75;60;14
3006_30;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;807432.9887;00:13:27.432;881582.3424;00:14:41.582;74149.3537;00:01:14.149;1;M;>70;855;663;138
3006_31;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;881837.4445;00:14:41.837;885238.805;00:14:45.238;3401.3605000001;00:00:03.401;2;M;50-70;70;55;14
3006_32;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;886347.6486;00:14:46.347;991490.585;00:16:31.490;105142.9364;00:01:45.142;1;M;>70;1283;1002;219
3006_33;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;993633.4421;00:16:33.633;996956.0476;00:16:36.956;3322.6055000001;00:00:03.322;2;M;50-70;64;54;9
3006_34;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;999468.6117;00:16:39.468;1047876.1179;00:17:27.876;48407.5062;00:00:48.407;1;M;>70;576;442;102
3006_35;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;1049094.9388;00:17:29.094;1056962.2358;00:17:36.962;7867.297;00:00:07.867;2;M;50-70;165;131;33
3006_36;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;1058504.1859;00:17:38.504;1087016.7687;00:18:07.016;28512.5828;00:00:28.512;1;M;>70;223;175;35
3006_37;Youtube;https://www.youtube.com/watch?v=r24br-GK45I;CC Attribution;Spontaneous;2;5;1094844.0625;0:18:14;0:18:14;1087719.5601;00:18:07.719;1088320.4671;00:18:08.320;600.90700000012;00:00:00.600;2;M;50-70;13;11;2
1010_1;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;633;00:00:00.633;1393;00:00:01.393;760;00:00:00.760;2;M;<14;5;4;1
1010_2;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;1953;00:00:01.953;2860;00:00:02.860;907;00:00:00.907;1;M;>70;10;7;3
1010_3;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;4603;00:00:04.603;7500;00:00:07.500;2897;00:00:02.897;1;M;>70;29;22;6
1010_4;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;7960;00:00:07.960;14182;00:00:14.182;6222;00:00:06.222;1;M;>70;87;67;14
1010_5;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;18323;00:00:18.323;20682;00:00:20.682;2359;00:00:02.359;1;M;>70;47;36;10
1010_6;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;20788;00:00:20.788;25730;00:00:25.730;4942;00:00:04.942;1;M;>70;36;29;6
1010_7;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;27330;00:00:27.330;30903;00:00:30.903;3573;00:00:03.573;1;M;>70;37;31;5
1010_8;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;31917;00:00:31.917;32927;00:00:32.927;1010;00:00:01.010;2;M;<14;4;2;1
1010_9;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;33783;00:00:33.783;37625;00:00:37.625;3842;00:00:03.842;1;M;>70;20;18;2
1010_10;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;38557;00:00:38.557;39423;00:00:39.423;866;00:00:00.866;2;M;<14;4;3;1
1010_11;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;39897;00:00:39.897;42670;00:00:42.670;2773;00:00:02.773;1;M;>70;11;8;2
1010_12;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;44540;00:00:44.540;52053;00:00:52.053;7513;00:00:07.513;1;M;>70;30;24;6
1010_13;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;54847;00:00:54.847;56625;00:00:56.625;1778;00:00:01.778;1;M;>70;30;24;6
1010_14;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;59207;00:00:59.207;61757;00:01:01.757;2550;00:00:02.550;1;M;>70;37;30;7
1010_15;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;62350;00:01:02.350;63783;00:01:03.783;1433;00:00:01.433;2;M;<14;17;14;3
1010_16;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;67523;00:01:07.523;69000;00:01:09.000;1477;00:00:01.477;2;M;<14;13;10;2
1010_17;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;69130;00:01:09.130;71500;00:01:11.500;2370;00:00:02.370;1;M;>70;37;30;5
1010_18;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;71617;00:01:11.617;75687;00:01:15.687;4070;00:00:04.070;1;M;>70;54;42;11
1010_19;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;76030;00:01:16.030;78000;00:01:18.000;1970;00:00:01.970;2;M;<14;18;15;3
1010_20;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;79057;00:01:19.057;82103;00:01:22.103;3046;00:00:03.046;1;M;>70;47;36;10
1010_21;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;82503;00:01:22.503;84410;00:01:24.410;1907;00:00:01.907;1;M;>70;26;20;5
1010_22;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;85037;00:01:25.037;85817;00:01:25.817;780;00:00:00.780;1;M;>70;12;10;2
1010_23;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;86967;00:01:26.967;87420;00:01:27.420;453;00:00:00.453;1;M;>70;6;5;1
1010_24;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;89545;00:01:29.545;96017;00:01:36.017;6472;00:00:06.472;1;M;>70;90;68;19
1010_25;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;96173;00:01:36.173;102167;00:01:42.167;5994;00:00:05.994;1;M;>70;84;67;16
1010_26;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;102647;00:01:42.647;103147;00:01:43.147;500;00:00:00.500;1;M;>70;7;6;1
1010_27;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;104305;00:01:44.305;105325;00:01:45.325;1020;00:00:01.020;1;M;>70;10;9;1
1010_28;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;106765;00:01:46.765;108018;00:01:48.018;1253;00:00:01.253;1;M;>70;11;8;2
1010_29;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;108042;00:01:48.042;109412;00:01:49.412;1370;00:00:01.370;2;M;<14;13;10;3
1010_30;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;109765;00:01:49.765;119125;00:01:59.125;9360;00:00:09.360;1;M;>70;51;41;8
1010_31;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;121750;00:02:01.750;122770;00:02:02.770;1020;00:00:01.020;1;M;>70;6;5;1
1010_32;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;127190;00:02:07.190;127917;00:02:07.917;727;00:00:00.727;1;M;>70;5;4;1
1010_33;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;132897;00:02:12.897;137857;00:02:17.857;4960;00:00:04.960;1;M;>70;54;45;9
1010_34;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;143094;00:02:23.094;147777;00:02:27.777;4683;00:00:04.683;1;M;>70;64;51;11
1010_35;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;148315;00:02:28.315;151075;00:02:31.075;2760;00:00:02.760;1;M;>70;13;10;2
1010_36;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;153748;00:02:33.748;154422;00:02:34.422;674;00:00:00.674;1;M;>70;5;4;1
1010_37;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;156715;00:02:36.715;157928;00:02:37.928;1213;00:00:01.213;1;M;>70;9;7;2
1010_38;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;163248;00:02:43.248;165000;00:02:45.000;1752;00:00:01.752;1;M;>70;26;21;5
1010_39;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;166505;00:02:46.505;167172;00:02:47.172;667;00:00:00.667;2;M;<14;3;2;1
1010_40;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;168632;00:02:48.632;171918;00:02:51.918;3286;00:00:03.286;1;M;>70;51;41;8
1010_41;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;172500;00:02:52.500;177528;00:02:57.528;5028;00:00:05.028;1;M;>70;80;66;13
1010_42;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;181460;00:03:01.460;182931;00:03:02.931;1471;00:00:01.471;1;M;>70;20;14;4
1010_43;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;184016;00:03:04.016;187125;00:03:07.125;3109;00:00:03.109;1;M;>70;36;30;6
1010_44;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;193842;00:03:13.842;197250;00:03:17.250;3408;00:00:03.408;1;M;>70;49;41;8
1010_45;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;211991;00:03:31.991;214263;00:03:34.263;2272;00:00:02.272;1;M;>70;20;15;4
1010_46;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;215051;00:03:35.051;218500;00:03:38.500;3449;00:00:03.449;1;M;>70;66;50;15
1010_47;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;218791;00:03:38.791;221693;00:03:41.693;2902;00:00:02.902;1;M;>70;42;32;8
1010_48;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;222093;00:03:42.093;224311;00:03:44.311;2218;00:00:02.218;1;M;>70;26;21;5
1010_49;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;226657;00:03:46.657;228957;00:03:48.957;2300;00:00:02.300;1;M;>70;36;30;6
1010_50;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;230402;00:03:50.402;231875;00:03:51.875;1473;00:00:01.473;1;M;>70;22;19;3
1010_51;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;232750;00:03:52.750;234003;00:03:54.003;1253;00:00:01.253;1;M;>70;23;19;4
1010_52;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;236005;00:03:56.005;237659;00:03:57.659;1654;00:00:01.654;2;M;<14;12;9;2
1010_53;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;237798;00:03:57.798;239375;00:03:59.375;1577;00:00:01.577;1;M;>70;13;10;3
1010_54;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;239706;00:03:59.706;245694;00:04:05.694;5988;00:00:05.988;1;M;>70;54;42;10
1010_55;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;246923;00:04:06.923;249881;00:04:09.881;2958;00:00:02.958;1;M;>70;41;32;8
1010_56;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;251796;00:04:11.796;252669;00:04:12.669;873;00:00:00.873;1;M;>70;12;9;3
1010_57;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;253959;00:04:13.959;265676;00:04:25.676;11717;00:00:11.717;1;M;>70;83;68;14
1010_58;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;266106;00:04:26.106;270750;00:04:30.750;4644;00:00:04.644;1;M;>70;73;60;13
1010_59;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;273829;00:04:33.829;274500;00:04:34.500;671;00:00:00.671;2;M;<14;3;2;1
1010_60;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;275474;00:04:35.474;282750;00:04:42.750;7276;00:00:07.276;1;M;>70;93;69;20
1010_61;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;282774;00:04:42.774;284181;00:04:44.181;1407;00:00:01.407;2;M;<14;4;3;1
1010_62;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;284343;00:04:44.343;286375;00:04:46.375;2032;00:00:02.032;1;M;>70;37;29;8
1010_63;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;318067;00:05:18.067;320750;00:05:20.750;2683;00:00:02.683;1;M;>70;43;38;5
1010_64;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;324554;00:05:24.554;326125;00:05:26.125;1571;00:00:01.571;3;F;30-50;25;20;4
1010_65;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;326149;00:05:26.149;326625;00:05:26.625;476;00:00:00.476;2;M;<14;3;2;1
1010_66;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;339125;00:05:39.125;345931;00:05:45.931;6806;00:00:06.806;2;M;<14;40;34;6
1010_67;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;346222;00:05:46.222;348250;00:05:48.250;2028;00:00:02.028;1;M;>70;31;25;5
1010_68;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;349349;00:05:49.349;350274;00:05:50.274;925;00:00:00.925;1;M;>70;19;16;3
1010_69;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;351034;00:05:51.034;352000;00:05:52.000;966;00:00:00.966;1;M;>70;13;10;2
1010_70;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;352640;00:05:52.640;355400;00:05:55.400;2760;00:00:02.760;1;M;>70;50;41;8
1010_71;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;355636;00:05:55.636;357424;00:05:57.424;1788;00:00:01.788;1;M;>70;37;28;8
1010_72;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;358376;00:05:58.376;362614;00:06:02.614;4238;00:00:04.238;1;M;>70;82;61;19
1010_73;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;362915;00:06:02.915;364250;00:06:04.250;1335;00:00:01.335;1;M;>70;24;19;5
1010_74;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;365124;00:06:05.124;370081;00:06:10.081;4957;00:00:04.957;2;M;<14;33;24;7
1010_75;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;370760;00:06:10.760;374451;00:06:14.451;3691;00:00:03.691;2;M;<14;28;22;4
1010_76;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;374548;00:06:14.548;378276;00:06:18.276;3728;00:00:03.728;1;M;>70;43;31;8
1010_77;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;379160;00:06:19.160;382936;00:06:22.936;3776;00:00:03.776;2;M;<14;27;21;6
1010_78;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;383100;00:06:23.100;387945;00:06:27.945;4845;00:00:04.845;1;M;>70;68;55;11
1010_79;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;388521;00:06:28.521;388809;00:06:28.809;288;00:00:00.288;2;M;<14;4;3;1
1010_80;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;388833;00:06:28.833;389794;00:06:29.794;961;00:00:00.961;1;M;>70;19;15;3
1010_81;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;390350;00:06:30.350;391761;00:06:31.761;1411;00:00:01.411;1;M;>70;26;19;6
1010_82;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;392561;00:06:32.561;397321;00:06:37.321;4760;00:00:04.760;1;M;>70;80;59;18
1010_83;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;397711;00:06:37.711;401250;00:06:41.250;3539;00:00:03.539;1;M;>70;63;44;15
1010_84;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;401294;00:06:41.294;403011;00:06:43.011;1717;00:00:01.717;1;M;>70;34;27;7
1010_85;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;403229;00:06:43.229;407375;00:06:47.375;4146;00:00:04.146;1;M;>70;66;51;13
1010_86;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;407418;00:06:47.418;409417;00:06:49.417;1999;00:00:01.999;1;M;>70;34;25;8
1010_87;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;410744;00:06:50.744;412990;00:06:52.990;2246;00:00:02.246;1;M;>70;41;31;9
1010_88;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;413956;00:06:53.956;420875;00:07:00.875;6919;00:00:06.919;1;M;>70;110;81;24
1010_89;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;421087;00:07:01.087;423156;00:07:03.156;2069;00:00:02.069;1;M;>70;38;29;8
1010_90;Youtube;https://www.youtube.com/watch?v=g_mmLitM6qg;CC Attribution;Spontaneous;3;4;628773.13232422;0:10:28;0:10:28;423392;00:07:03.392;425372;00:07:05.372;1980;00:00:01.980;2;M;<14;18;13;4
